job_title,years_experience,education_level,location,company_size,industry,performance_rating,certifications,salary
Operations Manager,2,PhD,Atlanta,Startup,Healthcare,3.089554662885907,2,72967
Business Analyst,1,Bachelor,Seattle,Startup,Healthcare,3.0315617121042564,4,72208
Project Manager,0,Master,New York,Startup,Healthcare,2.365115584125842,0,72762
Software Engineer,7,Bachelor,Seattle,Small,Technology,3.7834545202168304,0,133173
Business Analyst,3,PhD,Los Angeles,Startup,Technology,1.8488444676751583,1,60053
Operations Manager,4,Master,Austin,Startup,Manufacturing,4.409315341579166,2,109708
UX Designer,2,Master,Remote,Large,Manufacturing,1.7775844643644145,4,71200
Product Manager,3,High School,Boston,Small,Manufacturing,2.663549598296848,3,72964
Business Analyst,0,High School,New York,Large,Finance,1.842973782768532,0,43301
Finance Analyst,5,Master,Seattle,Medium,Technology,3.473811220072747,5,130140
Business Analyst,2,Master,Austin,Small,Healthcare,2.910550962291346,0,71914
Software Engineer,8,Bachelor,New York,Large,Healthcare,2.497255939100511,2,126746
Software Engineer,1,PhD,Austin,Medium,Finance,2.900533930379135,3,90445
UX Designer,1,Master,Seattle,Large,Finance,2.6849618153759014,0,104276
Sales Representative,5,PhD,Chicago,Medium,Healthcare,4.4206620923769915,4,105064
Sales Representative,9,Master,Boston,Startup,Technology,1.497065995453136,0,33020
Operations Manager,3,PhD,San Francisco,Startup,Healthcare,4.172725685156465,2,173661
Finance Analyst,6,High School,San Francisco,Small,Healthcare,3.6213183355638257,2,97153
Operations Manager,36,Master,Boston,Large,Finance,2.393281509377316,5,188729
HR Manager,23,Bachelor,Chicago,Large,Finance,4.676408244621772,5,155995
HR Manager,6,PhD,New York,Medium,Manufacturing,1.707782482582373,3,72253
Data Scientist,6,Master,Austin,Small,Finance,2.2411531510261007,0,71231
HR Manager,1,High School,Chicago,Startup,Healthcare,2.4993642661537945,3,33505
Sales Representative,8,High School,San Francisco,Large,Manufacturing,3.591185124362914,0,105203
Product Manager,2,High School,New York,Medium,Healthcare,4.785645380088214,1,120315
HR Manager,16,High School,Atlanta,Startup,Technology,3.373791450911803,0,54740
Operations Manager,0,Master,Chicago,Startup,Technology,4.425224342507084,2,77989
DevOps Engineer,2,Bachelor,San Francisco,Startup,Finance,4.619893158905332,2,151719
Software Engineer,4,PhD,Remote,Medium,Manufacturing,2.8658548505474446,1,117805
Product Manager,2,Bachelor,Seattle,Medium,Retail,2.8897365070957637,0,83681
Product Manager,1,PhD,Austin,Startup,Technology,1.9999909891057577,0,54952
Business Analyst,4,Bachelor,Los Angeles,Medium,Technology,3.406346057405466,2,108263
Operations Manager,7,Master,New York,Startup,Technology,1.4801112906572493,1,54744
Software Engineer,5,Master,Remote,Startup,Technology,3.5373149258707306,2,101285
Sales Representative,1,PhD,Seattle,Startup,Finance,4.571588438526135,1,114099
Product Manager,6,Master,Los Angeles,Medium,Manufacturing,4.043142752843924,2,149293
Data Scientist,1,PhD,Remote,Small,Technology,3.5967535093538214,4,146979
Operations Manager,0,Bachelor,Chicago,Small,Finance,4.353615973988424,0,86601
Product Manager,5,Master,Seattle,Medium,Manufacturing,3.919260660422111,3,197916
Finance Analyst,9,Master,Seattle,Large,Manufacturing,3.1186480361914657,4,167388
Project Manager,3,PhD,San Francisco,Medium,Retail,3.0842574792649535,2,190960
Business Analyst,3,PhD,Denver,Large,Healthcare,1.4280125554583396,1,57529
Software Engineer,1,PhD,Seattle,Startup,Technology,2.737658987863986,3,103781
HR Manager,3,PhD,San Francisco,Large,Finance,3.089797838800437,1,135073
Product Manager,0,High School,Atlanta,Startup,Manufacturing,2.879668095582084,5,47318
Operations Manager,15,PhD,Remote,Small,Retail,4.10405551271879,1,178294
HR Manager,8,High School,Los Angeles,Startup,Healthcare,1.6438481288135773,5,32165
Project Manager,5,Bachelor,Austin,Large,Manufacturing,4.179595642457915,5,148676
Data Scientist,3,PhD,Los Angeles,Small,Manufacturing,3.966651067291322,0,142915
HR Manager,7,High School,New York,Small,Technology,4.6032893087358735,2,110901
Finance Analyst,3,High School,New York,Medium,Healthcare,2.4938199706971313,0,72772
Sales Representative,1,High School,Seattle,Large,Healthcare,1.7061735561264602,5,44796
Product Manager,0,Master,Seattle,Large,Finance,4.034514347869079,1,210141
Marketing Manager,5,High School,Seattle,Medium,Retail,3.3537234071241935,0,77902
Marketing Manager,13,PhD,Atlanta,Medium,Finance,3.849969393035815,4,143372
HR Manager,0,PhD,Boston,Small,Retail,4.98696188347666,5,165306
UX Designer,0,PhD,Austin,Medium,Finance,1.7781589984868176,1,69195
Software Engineer,2,High School,Boston,Small,Retail,2.6442064218965506,1,57905
Business Analyst,8,High School,San Francisco,Large,Technology,1.7707871708966758,4,63859
Marketing Manager,1,Master,San Francisco,Medium,Retail,4.44249274897628,1,160331
UX Designer,1,Bachelor,Los Angeles,Large,Finance,1.0679241015607897,3,35609
Marketing Manager,4,Master,Austin,Small,Healthcare,1.5408924725356465,3,43975
UX Designer,3,PhD,Los Angeles,Startup,Manufacturing,1.9914810838831025,2,65519
Software Engineer,0,PhD,Austin,Startup,Retail,4.085292815729559,2,143441
DevOps Engineer,0,PhD,San Francisco,Large,Retail,3.513816811472194,0,234524
Marketing Manager,5,Master,Seattle,Small,Healthcare,2.5544493277746043,0,82548
Finance Analyst,3,PhD,Seattle,Small,Technology,1.6348012127379667,4,61288
Project Manager,17,PhD,Austin,Startup,Finance,2.286434784104953,4,118586
Product Manager,5,PhD,Atlanta,Small,Technology,3.973681035523465,5,158374
UX Designer,0,High School,Boston,Small,Retail,2.5278067967339335,1,57663
Project Manager,3,Bachelor,Chicago,Large,Retail,2.8503813291394984,2,98103
Product Manager,2,High School,Boston,Startup,Technology,3.4345040606735826,5,79863
Operations Manager,0,High School,Denver,Small,Finance,4.651550172681004,2,70526
Operations Manager,12,Bachelor,Chicago,Large,Retail,2.0004210693758795,2,62408
Business Analyst,8,Bachelor,Seattle,Medium,Retail,2.7919862684384036,2,104404
Project Manager,1,Master,Los Angeles,Startup,Technology,2.241285379682817,0,66133
Software Engineer,1,Bachelor,Chicago,Large,Manufacturing,2.8647476993637024,3,105120
UX Designer,0,Master,Seattle,Medium,Healthcare,3.785846230691593,5,125489
Data Scientist,1,Master,Chicago,Small,Retail,2.928256381750853,4,99431
Operations Manager,4,High School,Seattle,Small,Finance,4.338145381265663,4,97580
Software Engineer,2,PhD,Denver,Medium,Manufacturing,3.2130323973620167,2,116982
Project Manager,17,High School,Denver,Large,Technology,2.5430606876246777,2,73010
Operations Manager,0,High School,New York,Small,Technology,4.1292842643125685,0,82623
Operations Manager,4,Bachelor,Austin,Small,Finance,2.7252956120935097,0,63686
Data Scientist,9,Bachelor,Seattle,Large,Manufacturing,3.0622105445552394,4,172159
Marketing Manager,3,Master,San Francisco,Large,Finance,4.978681445776721,2,260276
HR Manager,0,Master,Chicago,Medium,Retail,4.145726916399964,2,115441
Project Manager,1,Master,Denver,Small,Manufacturing,4.4205687429642975,5,123722
Business Analyst,1,Bachelor,San Francisco,Large,Healthcare,3.3714041122348544,4,127770
DevOps Engineer,16,Master,Atlanta,Startup,Healthcare,2.39286586623162,0,84608
Operations Manager,12,Master,Los Angeles,Medium,Finance,4.965078452569043,5,222709
Project Manager,14,Bachelor,Boston,Medium,Healthcare,1.9760803841580419,4,74042
Operations Manager,8,PhD,Denver,Medium,Finance,4.4912677840433854,0,144379
Finance Analyst,2,High School,San Francisco,Medium,Retail,4.645205338690456,0,139815
DevOps Engineer,11,Bachelor,Chicago,Startup,Retail,4.270219124588077,5,136460
Data Scientist,20,Master,Seattle,Medium,Finance,1.4563360662125144,5,110802
Product Manager,2,High School,Denver,Medium,Retail,4.4164520280853266,0,97946
UX Designer,1,Bachelor,New York,Large,Healthcare,3.6551117584432324,2,149284
Operations Manager,3,High School,Austin,Small,Retail,3.7232958990617218,4,83302
HR Manager,1,High School,Remote,Medium,Healthcare,4.146126308282433,0,84307
UX Designer,0,PhD,Denver,Large,Healthcare,2.962149348649647,3,120676
DevOps Engineer,14,Master,Chicago,Large,Technology,2.068628802300571,0,109565
UX Designer,13,Bachelor,Seattle,Small,Retail,3.2997287094618115,0,131383
Marketing Manager,0,Master,Boston,Large,Retail,1.43470181976835,5,52942
Operations Manager,2,PhD,Chicago,Large,Finance,3.699220421043858,0,126335
UX Designer,8,PhD,Austin,Medium,Finance,2.931763738922439,1,133834
Product Manager,5,Bachelor,Chicago,Medium,Manufacturing,3.009323803718121,5,89969
Product Manager,2,Bachelor,Seattle,Large,Healthcare,1.7432883760780942,3,68624
Operations Manager,6,PhD,New York,Startup,Technology,1.1651313120220035,2,42224
Sales Representative,11,Bachelor,New York,Small,Healthcare,3.445079138341342,5,79259
Product Manager,13,High School,Los Angeles,Large,Retail,3.6353237699360808,4,127468
UX Designer,2,High School,Seattle,Large,Manufacturing,2.9931678096375274,4,93648
Business Analyst,0,PhD,New York,Startup,Healthcare,4.062925143785542,5,161883
Software Engineer,12,Master,Boston,Small,Manufacturing,3.2548648970308838,4,141192
Product Manager,0,Bachelor,New York,Large,Healthcare,4.392784067348856,5,184160
Project Manager,6,Bachelor,Denver,Large,Retail,2.1524743796534085,2,71086
DevOps Engineer,0,High School,Atlanta,Medium,Retail,1.9724333236124618,0,36834
Sales Representative,2,Bachelor,Austin,Large,Healthcare,2.04458133358735,3,49001
Project Manager,2,Master,Los Angeles,Startup,Technology,1.1220739010533283,4,36766
UX Designer,0,Bachelor,Chicago,Large,Retail,4.6024962900193875,1,124205
Data Scientist,12,Bachelor,Austin,Small,Finance,4.996746260988013,1,169199
Finance Analyst,0,High School,Chicago,Small,Technology,4.266090197614607,3,66563
Data Scientist,11,Bachelor,Remote,Startup,Healthcare,2.650384373959616,4,93674
Marketing Manager,10,PhD,Los Angeles,Large,Technology,2.4157342244446562,0,155013
Project Manager,1,PhD,Los Angeles,Large,Finance,4.098730271471471,4,233519
Finance Analyst,6,Master,Atlanta,Large,Retail,3.039780435808885,0,95322
Marketing Manager,1,Master,Denver,Large,Retail,4.7578313991521615,4,143611
Finance Analyst,7,Master,Seattle,Large,Retail,2.118318581728151,1,91990
Finance Analyst,4,Master,Chicago,Small,Finance,2.295271945722367,2,54990
Software Engineer,1,High School,Chicago,Medium,Technology,4.995299642861075,5,115762
HR Manager,2,Bachelor,Remote,Small,Healthcare,4.912699055742589,3,104464
DevOps Engineer,5,High School,San Francisco,Medium,Healthcare,4.5407670206294,0,164565
Data Scientist,11,Master,Los Angeles,Small,Technology,2.6185147504804624,2,93684
Product Manager,0,Bachelor,Los Angeles,Startup,Retail,4.35045094010697,0,92445
UX Designer,4,PhD,Atlanta,Large,Healthcare,2.1335728128969214,3,100314
Sales Representative,1,High School,Atlanta,Medium,Retail,2.019018683014583,2,30000
DevOps Engineer,8,Bachelor,Seattle,Small,Manufacturing,3.18575063265978,2,110944
Marketing Manager,0,PhD,Chicago,Medium,Manufacturing,4.441051572710229,5,140122
Software Engineer,5,PhD,Los Angeles,Large,Healthcare,1.3898928361606044,5,91065
Marketing Manager,0,Master,Remote,Startup,Technology,3.26122355033493,3,80285
HR Manager,4,PhD,Los Angeles,Large,Technology,3.4389534274923097,3,138460
Sales Representative,9,PhD,Remote,Small,Technology,3.319191042899656,0,92888
Software Engineer,7,Master,Denver,Small,Retail,1.8739890962305217,2,57129
Marketing Manager,6,Bachelor,Denver,Medium,Manufacturing,1.256516579012549,3,30000
HR Manager,3,Bachelor,San Francisco,Startup,Retail,4.579967509287938,5,113528
UX Designer,11,Master,Atlanta,Startup,Finance,3.2980496207453713,0,105861
UX Designer,4,High School,Seattle,Small,Finance,4.071617732822097,4,117691
Marketing Manager,12,Master,New York,Medium,Healthcare,2.4577480051927187,5,120295
DevOps Engineer,3,Bachelor,New York,Large,Finance,1.1700090800540033,3,52620
Sales Representative,3,High School,Chicago,Large,Technology,2.038261236740294,5,44595
Operations Manager,1,Master,Los Angeles,Small,Healthcare,1.2934626375221607,5,36419
DevOps Engineer,3,Bachelor,Chicago,Small,Manufacturing,1.312965001925074,2,37508
UX Designer,0,Bachelor,Austin,Large,Manufacturing,1.8578373793124712,4,51034
Sales Representative,10,Bachelor,Los Angeles,Large,Finance,3.534312537099894,3,111060
HR Manager,5,PhD,New York,Large,Finance,4.271083675879962,1,202720
Software Engineer,25,PhD,New York,Medium,Manufacturing,4.2854281237092104,2,381060
Business Analyst,0,High School,San Francisco,Startup,Finance,4.751026115738611,5,116831
Project Manager,1,High School,New York,Small,Finance,3.625526388057162,2,85132
Finance Analyst,10,High School,Atlanta,Small,Retail,1.0794437663423562,0,30000
Marketing Manager,2,PhD,Seattle,Medium,Manufacturing,2.5096097404572495,1,96621
Business Analyst,3,High School,Los Angeles,Large,Manufacturing,1.4458417874971623,3,41528
Data Scientist,9,Bachelor,Chicago,Medium,Finance,4.109858988879263,1,145376
Sales Representative,3,Bachelor,Los Angeles,Large,Technology,1.4787564173719705,5,39462
Project Manager,1,High School,Los Angeles,Small,Retail,1.4236898183017623,3,33229
Product Manager,11,High School,New York,Startup,Technology,1.1128345265358432,0,35308
HR Manager,0,PhD,New York,Medium,Finance,4.822011127964779,5,234829
Operations Manager,11,Bachelor,Austin,Large,Manufacturing,4.142840229212345,5,147995
Finance Analyst,0,Master,Remote,Small,Technology,2.333243270748172,4,58156
Product Manager,5,Master,San Francisco,Startup,Healthcare,2.50575734719081,1,92323
Operations Manager,0,PhD,Los Angeles,Medium,Technology,1.2377137148488924,2,38928
Data Scientist,6,PhD,Austin,Medium,Manufacturing,1.631667704107071,3,91265
UX Designer,0,PhD,Los Angeles,Small,Finance,2.24580549528108,1,67104
DevOps Engineer,9,Bachelor,Atlanta,Medium,Technology,2.551471954930789,3,93406
Marketing Manager,3,High School,New York,Small,Finance,3.479905654681001,1,70636
Software Engineer,0,High School,Austin,Medium,Retail,2.40132940155188,2,51893
Operations Manager,6,PhD,Boston,Startup,Healthcare,4.818402055336858,3,153805
Finance Analyst,3,Bachelor,Atlanta,Startup,Manufacturing,2.371176839937497,3,43677
Business Analyst,1,Master,Chicago,Medium,Manufacturing,4.766381439871573,4,137480
Sales Representative,0,PhD,Austin,Small,Finance,3.919438767569028,0,101927
UX Designer,2,Bachelor,Denver,Large,Healthcare,4.599590163289366,1,140212
Sales Representative,0,PhD,Chicago,Medium,Manufacturing,3.8126287397079985,2,97360
Finance Analyst,0,Bachelor,Boston,Large,Technology,3.2743361480856596,4,97650
Sales Representative,1,Bachelor,San Francisco,Small,Manufacturing,3.036331135633007,4,66380
Operations Manager,4,PhD,Seattle,Large,Technology,2.165352686853492,0,114179
Business Analyst,3,High School,New York,Medium,Manufacturing,2.192695945737564,2,55600
HR Manager,0,PhD,Seattle,Startup,Technology,1.8928233760137112,5,60587
Sales Representative,17,High School,New York,Small,Retail,2.542163315685889,1,70706
DevOps Engineer,10,High School,Seattle,Startup,Finance,1.507892032337482,3,40948
Business Analyst,1,Master,San Francisco,Startup,Retail,2.5504202618783953,0,72374
Data Scientist,0,Bachelor,Boston,Startup,Technology,4.334974987809856,3,116687
Software Engineer,14,PhD,Boston,Medium,Finance,4.481169144911476,4,267964
Operations Manager,3,Bachelor,Denver,Small,Healthcare,3.5713214916944125,3,67537
Project Manager,1,Master,Atlanta,Large,Technology,2.0272392022124,1,59158
Product Manager,3,High School,Denver,Startup,Manufacturing,1.961397914094308,5,42194
Business Analyst,7,PhD,New York,Large,Manufacturing,2.111715617317205,1,127206
Project Manager,0,Bachelor,Austin,Small,Healthcare,3.0001569040824574,5,75424
Project Manager,7,Master,Boston,Small,Retail,4.905777915965727,3,212364
Project Manager,6,High School,New York,Large,Technology,1.4367379478733504,3,54174
Finance Analyst,3,High School,Denver,Large,Manufacturing,3.0020483777271845,0,63762
UX Designer,10,Bachelor,Boston,Startup,Finance,3.728977445729796,5,114755
Business Analyst,0,High School,New York,Large,Healthcare,1.9826436010228838,1,54308
Operations Manager,4,Master,Remote,Large,Retail,4.876449105078563,3,250225
HR Manager,2,High School,San Francisco,Medium,Retail,2.3960869153115794,2,54077
Project Manager,2,PhD,Boston,Startup,Finance,4.729422446196013,0,166613
UX Designer,1,PhD,Remote,Startup,Finance,3.3894217213231013,0,101895
DevOps Engineer,2,Bachelor,Denver,Small,Healthcare,1.0163177306952993,0,30000
Finance Analyst,0,Master,Chicago,Large,Finance,2.2444485523985107,0,63870
UX Designer,1,High School,New York,Medium,Manufacturing,1.0861945788878393,5,36391
Sales Representative,1,High School,Remote,Small,Retail,2.5259029201849894,5,36412
Operations Manager,6,High School,San Francisco,Medium,Finance,4.730136125840268,3,142972
Data Scientist,0,PhD,Seattle,Startup,Technology,4.116068081449816,4,184230
Finance Analyst,5,Master,Seattle,Large,Finance,3.4805285232026697,2,165910
Marketing Manager,1,High School,Los Angeles,Medium,Retail,3.1542081757215428,4,56978
DevOps Engineer,0,Bachelor,San Francisco,Small,Manufacturing,2.4903276927548377,4,83779
Project Manager,1,Master,Los Angeles,Startup,Finance,1.8461588125229254,3,53044
Software Engineer,1,Master,Los Angeles,Medium,Manufacturing,1.250099671254194,0,44868
Finance Analyst,4,High School,Los Angeles,Medium,Technology,1.760586666899571,0,39631
HR Manager,2,PhD,Austin,Small,Retail,2.406080330922978,3,70189
Operations Manager,16,Master,Boston,Medium,Healthcare,3.0799644665182693,3,163632
Sales Representative,16,Bachelor,Boston,Startup,Retail,1.8176155826714275,5,39290
Software Engineer,2,Master,Seattle,Medium,Healthcare,4.897314362273631,1,173222
Software Engineer,7,PhD,New York,Large,Healthcare,1.3074005868251621,0,87267
DevOps Engineer,0,Bachelor,Atlanta,Large,Retail,1.3791672144202427,2,44019
UX Designer,3,PhD,San Francisco,Small,Healthcare,3.7304094476812986,1,168582
HR Manager,6,High School,Atlanta,Large,Manufacturing,4.020246313188936,4,81909
UX Designer,1,Master,Denver,Large,Technology,4.889805876249753,5,179444
Sales Representative,0,Bachelor,New York,Medium,Finance,3.1217768858953536,5,77519
Software Engineer,0,PhD,Los Angeles,Startup,Healthcare,1.6637357130491268,0,59564
HR Manager,2,High School,Remote,Startup,Healthcare,4.751715819084767,3,71173
HR Manager,3,Bachelor,Austin,Medium,Retail,4.920937573635127,3,142854
Product Manager,2,Master,Remote,Large,Manufacturing,4.694055630723339,3,206728
Operations Manager,2,Master,Remote,Medium,Finance,4.486624714019152,0,127340
Software Engineer,3,PhD,Atlanta,Large,Healthcare,1.310296418337019,5,59377
Software Engineer,7,Bachelor,Chicago,Large,Manufacturing,4.419492463099106,2,182480
HR Manager,0,High School,Austin,Large,Finance,4.812907596026753,3,95671
UX Designer,7,High School,Denver,Startup,Retail,3.209257911371614,5,44220
Software Engineer,5,High School,Austin,Small,Healthcare,4.090351255858659,0,85437
HR Manager,6,PhD,Los Angeles,Startup,Retail,3.6435825625657725,4,86148
Software Engineer,6,High School,Los Angeles,Large,Retail,2.1522324925947003,1,70590
HR Manager,3,Bachelor,Los Angeles,Medium,Healthcare,3.350079237462208,0,68356
Product Manager,1,PhD,New York,Medium,Manufacturing,4.557493807070827,0,228794
Operations Manager,3,Master,Chicago,Large,Manufacturing,2.9855411222363655,5,95848
HR Manager,15,PhD,New York,Small,Retail,3.360581371346218,3,167292
Business Analyst,4,PhD,Los Angeles,Startup,Retail,3.1258548998950877,1,96474
Software Engineer,0,PhD,Denver,Startup,Technology,2.1296195092169112,1,56369
Sales Representative,0,Bachelor,Los Angeles,Large,Finance,3.57465243383472,3,84586
Operations Manager,24,Master,New York,Large,Retail,3.0378801458144133,2,189180
Product Manager,0,Master,Austin,Small,Retail,1.9301839791070017,0,57583
Project Manager,0,PhD,Remote,Startup,Finance,4.58151260927861,3,131275
HR Manager,2,PhD,Austin,Small,Healthcare,4.800183175743831,5,144928
Sales Representative,17,PhD,Los Angeles,Startup,Manufacturing,1.221490621127102,2,41190
HR Manager,1,Bachelor,Seattle,Small,Healthcare,3.4893950272024528,3,80569
UX Designer,2,Bachelor,Austin,Small,Finance,2.660182760980782,4,64001
Software Engineer,5,High School,Boston,Small,Finance,3.103817241166497,2,79325
Finance Analyst,0,Master,Remote,Medium,Technology,2.495318903099915,5,81375
DevOps Engineer,11,High School,Boston,Medium,Technology,2.8974339343518065,2,93953
Data Scientist,3,High School,Remote,Medium,Manufacturing,2.293735735238609,1,60714
UX Designer,3,PhD,Chicago,Startup,Retail,1.470413111583201,0,49045
Sales Representative,9,Bachelor,Boston,Small,Finance,2.2081305464973875,3,55660
UX Designer,15,High School,Austin,Large,Technology,3.6813290546631743,5,144480
Marketing Manager,2,High School,Remote,Large,Healthcare,1.2015260901279357,5,30000
HR Manager,0,High School,Chicago,Startup,Technology,2.530929544535638,3,35026
HR Manager,8,PhD,Atlanta,Startup,Healthcare,1.1691966681128076,0,30000
Business Analyst,2,PhD,Seattle,Large,Technology,2.4250650741564996,5,144443
Data Scientist,13,Bachelor,San Francisco,Small,Healthcare,1.3504467660388686,5,63254
Data Scientist,14,High School,Chicago,Medium,Technology,2.3585603893891967,0,87902
Marketing Manager,0,High School,Austin,Startup,Technology,4.352350778647119,5,77508
Software Engineer,15,Bachelor,Austin,Startup,Manufacturing,3.453634806140066,5,129568
DevOps Engineer,2,Bachelor,Seattle,Startup,Retail,3.729177697173248,5,101318
Finance Analyst,5,Bachelor,Seattle,Large,Finance,3.0152005109063738,1,95136
Project Manager,0,Master,Chicago,Medium,Retail,4.68952680554626,0,143873
Finance Analyst,10,Bachelor,Los Angeles,Small,Manufacturing,3.16463455281545,4,70815
Product Manager,5,PhD,Seattle,Small,Healthcare,1.4171763525348817,1,57824
Business Analyst,5,Master,Los Angeles,Large,Retail,4.732412242516188,2,200973
Project Manager,11,Bachelor,Atlanta,Startup,Finance,1.532253471739227,0,40620
Product Manager,3,PhD,Austin,Large,Finance,4.996681367252323,2,309803
Software Engineer,2,Bachelor,Chicago,Large,Healthcare,2.7415370472632192,1,84733
Product Manager,10,Bachelor,Seattle,Small,Finance,1.2939418683412787,5,49431
Product Manager,6,Master,Atlanta,Medium,Manufacturing,4.456408421828516,4,147935
Marketing Manager,14,PhD,Chicago,Small,Retail,1.3715316059859353,4,59247
Marketing Manager,14,High School,Remote,Large,Finance,1.697729284047249,0,49546
Product Manager,2,Bachelor,San Francisco,Large,Retail,2.6693882081377303,4,115913
UX Designer,2,Master,Remote,Startup,Technology,3.704745083912629,5,108022
Project Manager,1,PhD,New York,Startup,Retail,1.4845600656556632,3,53455
Operations Manager,5,Bachelor,Los Angeles,Large,Healthcare,3.490500735640824,5,135944
Operations Manager,2,High School,New York,Small,Manufacturing,4.121545528012705,1,102415
Software Engineer,7,PhD,Denver,Startup,Finance,1.4939844165859508,5,52674
Finance Analyst,0,PhD,Atlanta,Medium,Manufacturing,3.5902824479671933,4,102108
Business Analyst,0,Master,Los Angeles,Medium,Retail,4.835503526101187,1,133258
Data Scientist,1,Bachelor,Atlanta,Large,Finance,4.869580144570149,1,146382
Software Engineer,0,Bachelor,Remote,Medium,Manufacturing,1.6466504150821093,5,41402
Product Manager,4,PhD,Boston,Medium,Healthcare,4.0388163462496935,5,136660
Marketing Manager,0,Bachelor,Los Angeles,Startup,Technology,4.386529738991401,3,87118
HR Manager,0,PhD,Austin,Startup,Technology,4.555852952235657,5,104253
UX Designer,0,High School,Atlanta,Small,Healthcare,2.294725674230392,5,35087
Sales Representative,7,Master,Austin,Startup,Technology,2.080473797864189,0,40755
Marketing Manager,8,Bachelor,Boston,Small,Healthcare,1.1914442606334257,1,36305
Operations Manager,0,Bachelor,Seattle,Startup,Retail,2.597887123518426,3,68396
Business Analyst,6,Master,Atlanta,Large,Healthcare,1.495825795617403,4,53560
Project Manager,2,High School,New York,Small,Technology,4.145029260675187,2,103137
Marketing Manager,1,High School,Atlanta,Large,Retail,1.5718662874742462,0,30296
UX Designer,4,High School,Seattle,Small,Healthcare,4.275621399344913,5,121597
Project Manager,0,High School,Remote,Medium,Healthcare,1.4304542458988436,2,34986
Data Scientist,7,High School,Chicago,Small,Retail,2.922461917044529,3,67913
Product Manager,0,PhD,New York,Small,Finance,2.538537032092659,1,96849
HR Manager,15,Bachelor,New York,Small,Technology,3.4061751384703918,3,125939
Operations Manager,0,Bachelor,Boston,Small,Finance,3.0750874265806116,0,58028
Operations Manager,4,Bachelor,Remote,Small,Retail,3.39450610462039,0,82375
Business Analyst,11,PhD,New York,Medium,Retail,1.003854740816256,4,58264
DevOps Engineer,0,Master,San Francisco,Small,Manufacturing,1.5100144692789912,3,63963
Finance Analyst,3,High School,Austin,Large,Manufacturing,3.068480739005707,0,78945
Data Scientist,2,Master,Los Angeles,Small,Retail,1.9186644147465648,3,69952
Operations Manager,4,High School,San Francisco,Small,Manufacturing,1.3052686186999152,4,38321
Finance Analyst,1,High School,Chicago,Large,Healthcare,1.8708043387511801,4,44369
Operations Manager,0,Master,Atlanta,Startup,Finance,4.119438232724615,3,85272
Project Manager,4,Bachelor,Remote,Startup,Retail,3.166776372139891,5,77294
Product Manager,2,PhD,Denver,Medium,Healthcare,1.7603075366264354,0,62304
Finance Analyst,4,Master,Denver,Small,Technology,1.0639134881043963,1,30000
UX Designer,1,Bachelor,San Francisco,Small,Technology,2.4303823745587025,5,85267
DevOps Engineer,2,High School,New York,Startup,Manufacturing,2.429878367209672,1,69785
Product Manager,4,Bachelor,Atlanta,Small,Manufacturing,3.94050083457564,5,97182
UX Designer,4,High School,Remote,Medium,Healthcare,4.677744725704512,4,106964
HR Manager,2,High School,Seattle,Large,Technology,2.488056235873339,0,65099
Data Scientist,1,Bachelor,Atlanta,Small,Retail,3.7525307239729444,4,98605
Data Scientist,1,High School,Los Angeles,Large,Finance,3.5396221503342282,4,109256
Sales Representative,0,PhD,Boston,Medium,Manufacturing,2.688321137738181,4,78909
Sales Representative,1,Bachelor,Remote,Startup,Healthcare,1.2635603219676685,4,30000
Finance Analyst,1,Master,Atlanta,Medium,Manufacturing,2.893858004417473,3,63065
Project Manager,5,High School,Remote,Medium,Healthcare,2.4165542225079335,3,59259
Data Scientist,4,High School,Seattle,Medium,Technology,3.200777543402753,0,101280
Business Analyst,2,PhD,New York,Medium,Manufacturing,1.5015883138697168,5,71763
Finance Analyst,1,PhD,Chicago,Large,Healthcare,3.8969592118616942,0,133128
Sales Representative,1,Master,Boston,Medium,Healthcare,4.151001735434708,2,109014
HR Manager,3,High School,Boston,Medium,Manufacturing,2.5538465661723317,1,45208
Operations Manager,12,Master,New York,Medium,Finance,1.7011034435914416,3,91784
UX Designer,5,Master,Los Angeles,Medium,Retail,3.4943120450106218,0,104533
Project Manager,6,High School,Denver,Large,Technology,4.823247870295561,5,139104
Marketing Manager,8,Master,Chicago,Medium,Manufacturing,3.8020126777188192,4,137032
Finance Analyst,2,Master,San Francisco,Startup,Manufacturing,1.4939289358784595,3,48086
HR Manager,0,PhD,San Francisco,Medium,Finance,2.5888803926711255,1,101731
UX Designer,4,PhD,Chicago,Medium,Technology,4.661475389159231,3,160023
Data Scientist,1,Master,Los Angeles,Small,Manufacturing,3.5376904706243604,5,128498
Operations Manager,4,High School,Los Angeles,Small,Finance,1.5886087846726031,1,38345
UX Designer,6,PhD,Seattle,Small,Retail,3.898368799445145,2,172958
DevOps Engineer,7,Master,Austin,Medium,Healthcare,2.414075156000146,0,92793
Sales Representative,1,Bachelor,Atlanta,Startup,Retail,2.958137568624613,5,36036
UX Designer,3,Bachelor,Los Angeles,Startup,Retail,2.66018624307435,1,63458
Marketing Manager,4,Master,San Francisco,Small,Retail,3.9027864150192784,2,156580
HR Manager,8,Bachelor,New York,Small,Retail,1.8716245303061259,5,56732
Operations Manager,7,PhD,San Francisco,Medium,Healthcare,2.553479119024437,5,146794
Business Analyst,22,High School,Austin,Startup,Technology,3.978182873847209,3,88128
